"SubNo"	"Hemisphere"	"ScalpLocation"	"CoilOrient"	"Block"	"Trial"	"Condition"	"Corr"	"Response"	"ACC"	"RT"	"Actual.orientation"	"Annoyance"	"Pain"	"Twitches"	"Visible.twitch"	"Av.RT.Prac"	"RT.Diff"	"Task"	"Congruence"	"Axes"	"HomLocation"	"RefLocation"
"3566"	"14"	"2"	"107"	"SE"	11	6	"cong_l"	"c"	"c"	"1"	0.639945	"SE"	2	2	3	5	0.40064	0.239305	"Flanker"	"Cong"	"NW.SE"	"TPJ"	"107"
"3567"	"14"	"2"	"107"	"SE"	11	7	"incon_r"	"n"	"n"	"1"	0.482181	"SE"	2	2	3	5	0.5510433	-0.0688623	"Flanker"	"Incong"	"NW.SE"	"TPJ"	"107"
"3568"	"14"	"2"	"107"	"SE"	11	8	"incon_l"	"c"	"c"	"1"	0.492162	"SE"	2	2	3	5	0.5724032	-0.0802412	"Flanker"	"Incong"	"NW.SE"	"TPJ"	"107"
"3569"	"14"	"2"	"107"	"SE"	11	9	"incon_r"	"n"	"n"	"1"	0.44441	"SE"	2	2	3	5	0.5510433	-0.1066333	"Flanker"	"Incong"	"NW.SE"	"TPJ"	"107"
"3570"	"14"	"2"	"107"	"SE"	11	10	"cong_r"	"n"	"n"	"1"	0.537615	"SE"	2	2	3	5	0.4584364	0.0791786	"Flanker"	"Cong"	"NW.SE"	"TPJ"	"107"
"3571"	"14"	"2"	"107"	"NE"	11	11	"cong_l"	"c"	"c"	"1"	0.466716	"SW"	4	5	5	5	0.40064	0.0660759999999999	"Flanker"	"Cong"	"NE.SW"	"TPJ"	"107"
"3572"	"14"	"2"	"107"	"NE"	11	12	"incon_l"	"c"	"c"	"1"	0.55999	"SW"	4	5	5	5	0.5724032	-0.0124132	"Flanker"	"Incong"	"NE.SW"	"TPJ"	"107"
"3573"	"14"	"2"	"107"	"NE"	11	13	"cong_r"	"n"	"n"	"1"	0.427474	"SW"	4	5	5	5	0.4584364	-0.0309623999999999	"Flanker"	"Cong"	"NE.SW"	"TPJ"	"107"
"3574"	"14"	"2"	"107"	"NE"	11	14	"incon_r"	"n"	"n"	"1"	0.507478	"SW"	4	5	5	5	0.5510433	-0.0435653	"Flanker"	"Incong"	"NE.SW"	"TPJ"	"107"
"3575"	"14"	"2"	"107"	"NE"	11	15	"incon_l"	"c"	"c"	"1"	0.872931	"SW"	4	5	5	5	0.5724032	0.3005278	"Flanker"	"Incong"	"NE.SW"	"TPJ"	"107"
"3576"	"14"	"2"	"107"	"S"	11	16	"incon_l"	"c"	"c"	"1"	0.593995	"S"	3	1	3	5	0.5724032	0.0215918	"Flanker"	"Incong"	"N.S"	"TPJ"	"107"
"3577"	"14"	"2"	"107"	"S"	11	17	"cong_l"	"c"	"c"	"1"	0.685712	"S"	3	1	3	5	0.40064	0.285072	"Flanker"	"Cong"	"N.S"	"TPJ"	"107"
"3578"	"14"	"2"	"107"	"S"	11	18	"cong_l"	"c"	"c"	"1"	0.583177	"S"	3	1	3	5	0.40064	0.182537	"Flanker"	"Cong"	"N.S"	"TPJ"	"107"
"3579"	"14"	"2"	"107"	"S"	11	19	"cong_r"	"n"	"n"	"1"	1.067127	"S"	3	1	3	5	0.4584364	0.6086906	"Flanker"	"Cong"	"N.S"	"TPJ"	"107"
"3580"	"14"	"2"	"107"	"S"	11	20	"incon_r"	"n"	"n"	"1"	1.102974	"S"	3	1	3	5	0.5510433	0.5519307	"Flanker"	"Incong"	"N.S"	"TPJ"	"107"
"3581"	"14"	"2"	"16"	"E"	12	1	"cong_l"	"c"	"c"	"1"	0.713882	"W"	3	6	3	5	0.40064	0.313242	"Flanker"	"Cong"	"E.W"	"P7.8"	"16"
"3582"	"14"	"2"	"16"	"E"	12	2	"cong_r"	"n"	"n"	"1"	0.326056	"W"	3	6	3	5	0.4584364	-0.1323804	"Flanker"	"Cong"	"E.W"	"P7.8"	"16"
"3583"	"14"	"2"	"16"	"E"	12	3	"cong_r"	"n"	"n"	"1"	0.617387	"W"	3	6	3	5	0.4584364	0.1589506	"Flanker"	"Cong"	"E.W"	"P7.8"	"16"
"3584"	"14"	"2"	"16"	"E"	12	4	"incon_r"	"n"	"n"	"1"	1.27214	"W"	3	6	3	5	0.5510433	0.7210967	"Flanker"	"Incong"	"E.W"	"P7.8"	"16"
"3585"	"14"	"2"	"16"	"E"	12	5	"incon_l"	"c"	"c"	"1"	0.752541	"W"	3	6	3	5	0.5724032	0.1801378	"Flanker"	"Incong"	"E.W"	"P7.8"	"16"
"3586"	"14"	"2"	"16"	"S"	12	6	"cong_l"	"c"	"c"	"1"	0.516041	"S"	1	1	2	2	0.40064	0.115401	"Flanker"	"Cong"	"N.S"	"P7.8"	"16"
"3587"	"14"	"2"	"16"	"S"	12	7	"cong_r"	"n"	"n"	"1"	0.486272	"S"	1	1	2	2	0.4584364	0.0278356	"Flanker"	"Cong"	"N.S"	"P7.8"	"16"
"3588"	"14"	"2"	"16"	"S"	12	8	"incon_l"	"c"	"c"	"1"	0.577736	"S"	1	1	2	2	0.5724032	0.00533280000000003	"Flanker"	"Incong"	"N.S"	"P7.8"	"16"
"3589"	"14"	"2"	"16"	"S"	12	9	"incon_l"	"c"	"c"	"1"	0.958469	"S"	1	1	2	2	0.5724032	0.3860658	"Flanker"	"Incong"	"N.S"	"P7.8"	"16"
"3590"	"14"	"2"	"16"	"S"	12	10	"incon_r"	"n"	"n"	"1"	0.594435	"S"	1	1	2	2	0.5510433	0.0433917	"Flanker"	"Incong"	"N.S"	"P7.8"	"16"
"3591"	"14"	"2"	"16"	"SE"	12	11	"cong_l"	"c"	"c"	"1"	0.497548	"SE"	1	2	2	3	0.40064	0.0969079999999999	"Flanker"	"Cong"	"NW.SE"	"P7.8"	"16"
"3592"	"14"	"2"	"16"	"SE"	12	12	"incon_r"	"n"	"n"	"1"	0.645746	"SE"	1	2	2	3	0.5510433	0.0947027	"Flanker"	"Incong"	"NW.SE"	"P7.8"	"16"
"3593"	"14"	"2"	"16"	"SE"	12	13	"incon_r"	"n"	"n"	"1"	0.499874	"SE"	1	2	2	3	0.5510433	-0.0511693	"Flanker"	"Incong"	"NW.SE"	"P7.8"	"16"
"3594"	"14"	"2"	"16"	"SE"	12	14	"incon_l"	"c"	"c"	"1"	0.514166	"SE"	1	2	2	3	0.5724032	-0.0582372	"Flanker"	"Incong"	"NW.SE"	"P7.8"	"16"
"3595"	"14"	"2"	"16"	"SE"	12	15	"cong_r"	"n"	"n"	"1"	0.381379	"SE"	1	2	2	3	0.4584364	-0.0770573999999999	"Flanker"	"Cong"	"NW.SE"	"P7.8"	"16"
"3596"	"14"	"2"	"16"	"NE"	12	16	"cong_l"	"c"	"c"	"1"	0.490437	"SW"	1	4	3	4	0.40064	0.0897969999999999	"Flanker"	"Cong"	"NE.SW"	"P7.8"	"16"
"3597"	"14"	"2"	"16"	"NE"	12	17	"incon_l"	"c"	"n"	"0"	0.793252	"SW"	1	4	3	4	0.5724032	0.2208488	"Flanker"	"Incong"	"NE.SW"	"P7.8"	"16"
"3598"	"14"	"2"	"16"	"NE"	12	18	"incon_r"	"n"	"n"	"1"	0.696668	"SW"	1	4	3	4	0.5510433	0.1456247	"Flanker"	"Incong"	"NE.SW"	"P7.8"	"16"
"3599"	"14"	"2"	"16"	"NE"	12	19	"cong_l"	"c"	"c"	"1"	0.541104	"SW"	1	4	3	4	0.40064	0.140464	"Flanker"	"Cong"	"NE.SW"	"P7.8"	"16"
"3600"	"14"	"2"	"16"	"NE"	12	20	"cong_r"	"n"	"n"	"1"	0.539134	"SW"	1	4	3	4	0.4584364	0.0806976	"Flanker"	"Cong"	"NE.SW"	"P7.8"	"16"
"3601"	"14"	"2"	"11"	"S"	13	1	"incon_r"	"n"	"n"	"1"	0.506736	"S"	1	1	2	3	0.5510433	-0.0443073	"Flanker"	"Incong"	"N.S"	"C3.4"	"11"
"3602"	"14"	"2"	"11"	"S"	13	2	"incon_l"	"c"	"c"	"1"	0.69759	"S"	1	1	2	3	0.5724032	0.1251868	"Flanker"	"Incong"	"N.S"	"C3.4"	"11"
"3603"	"14"	"2"	"11"	"S"	13	3	"cong_l"	"c"	"c"	"1"	1.072245	"S"	1	1	2	3	0.40064	0.671605	"Flanker"	"Cong"	"N.S"	"C3.4"	"11"
"3604"	"14"	"2"	"11"	"S"	13	4	"incon_l"	"c"	"c"	"1"	0.739564	"S"	1	1	2	3	0.5724032	0.1671608	"Flanker"	"Incong"	"N.S"	"C3.4"	"11"
"3605"	"14"	"2"	"11"	"S"	13	5	"cong_r"	"n"	""	NA	1.999779	"S"	1	1	2	3	0.4584364	1.5413426	"Flanker"	"Cong"	"N.S"	"C3.4"	"11"
"3606"	"14"	"2"	"11"	"E"	13	6	"cong_l"	"c"	""	NA	1.999917	"E"	1	1	2	5	0.40064	1.599277	"Flanker"	"Cong"	"E.W"	"C3.4"	"11"
"3607"	"14"	"2"	"11"	"E"	13	7	"cong_r"	"n"	"n"	"1"	0.861648	"E"	1	1	2	5	0.4584364	0.4032116	"Flanker"	"Cong"	"E.W"	"C3.4"	"11"
"3608"	"14"	"2"	"11"	"E"	13	8	"cong_l"	"c"	"c"	"1"	0.935152	"E"	1	1	2	5	0.40064	0.534512	"Flanker"	"Cong"	"E.W"	"C3.4"	"11"
"3609"	"14"	"2"	"11"	"E"	13	9	"incon_l"	"c"	"c"	"1"	0.901507	"E"	1	1	2	5	0.5724032	0.3291038	"Flanker"	"Incong"	"E.W"	"C3.4"	"11"
"3610"	"14"	"2"	"11"	"E"	13	10	"incon_r"	"n"	"n"	"1"	0.779106	"E"	1	1	2	5	0.5510433	0.2280627	"Flanker"	"Incong"	"E.W"	"C3.4"	"11"
"3611"	"14"	"2"	"11"	"NE"	13	11	"cong_r"	"n"	"n"	"1"	0.456882	"NE"	1	1	1	2	0.4584364	-0.00155439999999996	"Flanker"	"Cong"	"NE.SW"	"C3.4"	"11"
"3612"	"14"	"2"	"11"	"NE"	13	12	"cong_r"	"n"	"n"	"1"	0.516924	"NE"	1	1	1	2	0.4584364	0.0584876000000001	"Flanker"	"Cong"	"NE.SW"	"C3.4"	"11"
"3613"	"14"	"2"	"11"	"NE"	13	13	"incon_l"	"c"	"c"	"1"	0.639883	"NE"	1	1	1	2	0.5724032	0.0674798	"Flanker"	"Incong"	"NE.SW"	"C3.4"	"11"
"3614"	"14"	"2"	"11"	"NE"	13	14	"incon_r"	"n"	"n"	"1"	0.434676	"NE"	1	1	1	2	0.5510433	-0.1163673	"Flanker"	"Incong"	"NE.SW"	"C3.4"	"11"
"3615"	"14"	"2"	"11"	"NE"	13	15	"cong_l"	"c"	"c"	"1"	0.422489	"NE"	1	1	1	2	0.40064	0.0218489999999999	"Flanker"	"Cong"	"NE.SW"	"C3.4"	"11"
"3616"	"14"	"2"	"11"	"SE"	13	16	"incon_r"	"n"	"n"	"1"	0.81156	"SE"	1	1	1	4	0.5510433	0.2605167	"Flanker"	"Incong"	"NW.SE"	"C3.4"	"11"
"3617"	"14"	"2"	"11"	"SE"	13	17	"incon_l"	"c"	"c"	"1"	1.269437	"SE"	1	1	1	4	0.5724032	0.6970338	"Flanker"	"Incong"	"NW.SE"	"C3.4"	"11"
"3618"	"14"	"2"	"11"	"SE"	13	18	"cong_l"	"c"	"c"	"1"	1.009486	"SE"	1	1	1	4	0.40064	0.608846	"Flanker"	"Cong"	"NW.SE"	"C3.4"	"11"
"3619"	"14"	"2"	"11"	"SE"	13	19	"cong_r"	"n"	"n"	"1"	0.574776	"SE"	1	1	1	4	0.4584364	0.1163396	"Flanker"	"Cong"	"NW.SE"	"C3.4"	"11"
"3620"	"14"	"2"	"11"	"SE"	13	20	"incon_r"	"n"	"n"	"1"	0.75948	"SE"	1	1	1	4	0.5510433	0.2084367	"Flanker"	"Incong"	"NW.SE"	"C3.4"	"11"
"3621"	"14"	"2"	"18"	"SE"	14	1	"cong_l"	"c"	"c"	"1"	0.571581	"SE"	2	6	1	4	0.40064	0.170941	"Flanker"	"Cong"	"NW.SE"	"O1.2"	"18"
"3622"	"14"	"2"	"18"	"SE"	14	2	"incon_l"	"c"	"c"	"1"	0.69407	"SE"	2	6	1	4	0.5724032	0.1216668	"Flanker"	"Incong"	"NW.SE"	"O1.2"	"18"
"3623"	"14"	"2"	"18"	"SE"	14	3	"incon_r"	"n"	"n"	"1"	0.697888	"SE"	2	6	1	4	0.5510433	0.1468447	"Flanker"	"Incong"	"NW.SE"	"O1.2"	"18"
"3624"	"14"	"2"	"18"	"SE"	14	4	"cong_r"	"n"	"n"	"1"	0.565801	"SE"	2	6	1	4	0.4584364	0.1073646	"Flanker"	"Cong"	"NW.SE"	"O1.2"	"18"
"3625"	"14"	"2"	"18"	"SE"	14	5	"cong_l"	"c"	"c"	"1"	0.586833	"SE"	2	6	1	4	0.40064	0.186193	"Flanker"	"Cong"	"NW.SE"	"O1.2"	"18"
"3626"	"14"	"2"	"18"	"S"	14	6	"cong_r"	"n"	"n"	"1"	0.448354	"N"	1	2	2	1	0.4584364	-0.0100824	"Flanker"	"Cong"	"N.S"	"O1.2"	"18"
"3627"	"14"	"2"	"18"	"S"	14	7	"incon_r"	"n"	"n"	"1"	1.186207	"N"	1	2	2	1	0.5510433	0.6351637	"Flanker"	"Incong"	"N.S"	"O1.2"	"18"
"3628"	"14"	"2"	"18"	"S"	14	8	"cong_l"	"c"	"c"	"1"	0.398673	"N"	1	2	2	1	0.40064	-0.00196700000000011	"Flanker"	"Cong"	"N.S"	"O1.2"	"18"
"3629"	"14"	"2"	"18"	"S"	14	9	"incon_l"	"c"	"c"	"1"	0.726954	"N"	1	2	2	1	0.5724032	0.1545508	"Flanker"	"Incong"	"N.S"	"O1.2"	"18"
"3630"	"14"	"2"	"18"	"S"	14	10	"cong_r"	"n"	"n"	"1"	0.536854	"N"	1	2	2	1	0.4584364	0.0784176000000001	"Flanker"	"Cong"	"N.S"	"O1.2"	"18"
"3631"	"14"	"2"	"18"	"E"	14	11	"incon_r"	"n"	"n"	"1"	0.506657	"E"	0	1	1	3	0.5510433	-0.0443863	"Flanker"	"Incong"	"E.W"	"O1.2"	"18"
"3632"	"14"	"2"	"18"	"E"	14	12	"cong_r"	"n"	"n"	"1"	0.493904	"E"	0	1	1	3	0.4584364	0.0354676	"Flanker"	"Cong"	"E.W"	"O1.2"	"18"
"3633"	"14"	"2"	"18"	"E"	14	13	"incon_l"	"c"	"c"	"1"	0.62843	"E"	0	1	1	3	0.5724032	0.0560268	"Flanker"	"Incong"	"E.W"	"O1.2"	"18"
"3634"	"14"	"2"	"18"	"E"	14	14	"incon_l"	"c"	"c"	"1"	0.543313	"E"	0	1	1	3	0.5724032	-0.0290902	"Flanker"	"Incong"	"E.W"	"O1.2"	"18"
"3635"	"14"	"2"	"18"	"E"	14	15	"cong_l"	"c"	"c"	"1"	0.592286	"E"	0	1	1	3	0.40064	0.191646	"Flanker"	"Cong"	"E.W"	"O1.2"	"18"
"3636"	"14"	"2"	"18"	"NE"	14	16	"incon_l"	"c"	"c"	"1"	0.617665	"NE"	0	1	1	2	0.5724032	0.0452618	"Flanker"	"Incong"	"NE.SW"	"O1.2"	"18"
"3637"	"14"	"2"	"18"	"NE"	14	17	"cong_l"	"c"	"c"	"1"	0.770876	"NE"	0	1	1	2	0.40064	0.370236	"Flanker"	"Cong"	"NE.SW"	"O1.2"	"18"
"3638"	"14"	"2"	"18"	"NE"	14	18	"incon_r"	"n"	"n"	"1"	0.491598	"NE"	0	1	1	2	0.5510433	-0.0594453	"Flanker"	"Incong"	"NE.SW"	"O1.2"	"18"
"3639"	"14"	"2"	"18"	"NE"	14	19	"cong_r"	"n"	"n"	"1"	0.698719	"NE"	0	1	1	2	0.4584364	0.2402826	"Flanker"	"Cong"	"NE.SW"	"O1.2"	"18"
"3640"	"14"	"2"	"18"	"NE"	14	20	"incon_r"	"n"	"n"	"1"	0.637417	"NE"	0	1	1	2	0.5510433	0.0863737	"Flanker"	"Incong"	"NE.SW"	"O1.2"	"18"
"3641"	"14"	"2"	"13"	"S"	15	1	"incon_r"	"n"	"n"	"1"	0.53605	"S"	0	1	1	1	0.5510433	-0.0149933	"Flanker"	"Incong"	"N.S"	"CP1.2"	"13"
"3642"	"14"	"2"	"13"	"S"	15	2	"cong_r"	"n"	"n"	"1"	0.730132	"S"	0	1	1	1	0.4584364	0.2716956	"Flanker"	"Cong"	"N.S"	"CP1.2"	"13"
"3643"	"14"	"2"	"13"	"S"	15	3	"cong_r"	"n"	"n"	"1"	0.804468	"S"	0	1	1	1	0.4584364	0.3460316	"Flanker"	"Cong"	"N.S"	"CP1.2"	"13"
"3644"	"14"	"2"	"13"	"S"	15	4	"cong_l"	"c"	"c"	"1"	0.625951	"S"	0	1	1	1	0.40064	0.225311	"Flanker"	"Cong"	"N.S"	"CP1.2"	"13"
"3645"	"14"	"2"	"13"	"S"	15	5	"incon_l"	"c"	"c"	"1"	1.058145	"S"	0	1	1	1	0.5724032	0.4857418	"Flanker"	"Incong"	"N.S"	"CP1.2"	"13"
"3646"	"14"	"2"	"13"	"E"	15	6	"cong_l"	"c"	"c"	"1"	0.750515	"E"	0	1	0	1	0.40064	0.349875	"Flanker"	"Cong"	"E.W"	"CP1.2"	"13"
"3647"	"14"	"2"	"13"	"E"	15	7	"incon_l"	"c"	"c"	"1"	0.580081	"E"	0	1	0	1	0.5724032	0.00767779999999996	"Flanker"	"Incong"	"E.W"	"CP1.2"	"13"
"3648"	"14"	"2"	"13"	"E"	15	8	"cong_r"	"n"	"n"	"1"	0.466334	"E"	0	1	0	1	0.4584364	0.00789760000000006	"Flanker"	"Cong"	"E.W"	"CP1.2"	"13"
"3649"	"14"	"2"	"13"	"E"	15	9	"incon_r"	"n"	"n"	"1"	0.56099	"E"	0	1	0	1	0.5510433	0.00994669999999998	"Flanker"	"Incong"	"E.W"	"CP1.2"	"13"
"3650"	"14"	"2"	"13"	"E"	15	10	"incon_r"	"n"	"n"	"1"	0.582676	"E"	0	1	0	1	0.5510433	0.0316327	"Flanker"	"Incong"	"E.W"	"CP1.2"	"13"
"3651"	"14"	"2"	"13"	"NE"	15	11	"cong_r"	"n"	"n"	"1"	0.578434	"NE"	0	1	1	2	0.4584364	0.1199976	"Flanker"	"Cong"	"NE.SW"	"CP1.2"	"13"
"3652"	"14"	"2"	"13"	"NE"	15	12	"cong_l"	"c"	"c"	"1"	0.611841	"NE"	0	1	1	2	0.40064	0.211201	"Flanker"	"Cong"	"NE.SW"	"CP1.2"	"13"
"3653"	"14"	"2"	"13"	"NE"	15	13	"incon_r"	"n"	"n"	"1"	0.507082	"NE"	0	1	1	2	0.5510433	-0.0439613	"Flanker"	"Incong"	"NE.SW"	"CP1.2"	"13"
"3654"	"14"	"2"	"13"	"NE"	15	14	"incon_l"	"c"	"n"	"0"	0.936598	"NE"	0	1	1	2	0.5724032	0.3641948	"Flanker"	"Incong"	"NE.SW"	"CP1.2"	"13"
"3655"	"14"	"2"	"13"	"NE"	15	15	"incon_l"	"c"	"c"	"1"	1.16873	"NE"	0	1	1	2	0.5724032	0.5963268	"Flanker"	"Incong"	"NE.SW"	"CP1.2"	"13"
"3656"	"14"	"2"	"13"	"SE"	15	16	"cong_r"	"n"	"n"	"1"	0.682792	"SE"	0	1	1	3	0.4584364	0.2243556	"Flanker"	"Cong"	"NW.SE"	"CP1.2"	"13"
"3657"	"14"	"2"	"13"	"SE"	15	17	"cong_l"	"c"	"c"	"1"	0.813235	"SE"	0	1	1	3	0.40064	0.412595	"Flanker"	"Cong"	"NW.SE"	"CP1.2"	"13"
"3658"	"14"	"2"	"13"	"SE"	15	18	"incon_l"	"c"	"c"	"1"	0.537128	"SE"	0	1	1	3	0.5724032	-0.0352752	"Flanker"	"Incong"	"NW.SE"	"CP1.2"	"13"
"3659"	"14"	"2"	"13"	"SE"	15	19	"incon_r"	"n"	"n"	"1"	0.414481	"SE"	0	1	1	3	0.5510433	-0.1365623	"Flanker"	"Incong"	"NW.SE"	"CP1.2"	"13"
"3660"	"14"	"2"	"13"	"SE"	15	20	"cong_l"	"c"	"c"	"1"	0.370055	"SE"	0	1	1	3	0.40064	-0.0305850000000001	"Flanker"	"Cong"	"NW.SE"	"CP1.2"	"13"
"3661"	"14"	"2"	"12"	"E"	16	1	"incon_r"	"n"	"n"	"1"	0.52337	"W"	5	5	7	5	0.5510433	-0.0276733	"Flanker"	"Incong"	"E.W"	"T7.8"	"12"
"3662"	"14"	"2"	"12"	"E"	16	2	"incon_l"	"c"	"c"	"1"	1.16583	"W"	5	5	7	5	0.5724032	0.5934268	"Flanker"	"Incong"	"E.W"	"T7.8"	"12"
"3663"	"14"	"2"	"12"	"E"	16	3	"cong_r"	"n"	"n"	"1"	0.570967	"W"	5	5	7	5	0.4584364	0.1125306	"Flanker"	"Cong"	"E.W"	"T7.8"	"12"
"3664"	"14"	"2"	"12"	"E"	16	4	"incon_l"	"c"	"c"	"1"	0.646458	"W"	5	5	7	5	0.5724032	0.0740548	"Flanker"	"Incong"	"E.W"	"T7.8"	"12"
"3665"	"14"	"2"	"12"	"E"	16	5	"cong_l"	"c"	"c"	"1"	0.632932	"W"	5	5	7	5	0.40064	0.232292	"Flanker"	"Cong"	"E.W"	"T7.8"	"12"
"3666"	"14"	"2"	"12"	"SE"	16	6	"cong_r"	"n"	"n"	"1"	0.449141	"SE"	6	4	7	5	0.4584364	-0.00929539999999995	"Flanker"	"Cong"	"NW.SE"	"T7.8"	"12"
"3667"	"14"	"2"	"12"	"SE"	16	7	"cong_l"	"c"	"c"	"1"	0.971227	"SE"	6	4	7	5	0.40064	0.570587	"Flanker"	"Cong"	"NW.SE"	"T7.8"	"12"
"3668"	"14"	"2"	"12"	"SE"	16	8	"incon_l"	"c"	""	NA	1.999955	"SE"	6	4	7	5	0.5724032	1.4275518	"Flanker"	"Incong"	"NW.SE"	"T7.8"	"12"
"3669"	"14"	"2"	"12"	"SE"	16	9	"incon_r"	"n"	"n"	"1"	0.790164	"SE"	6	4	7	5	0.5510433	0.2391207	"Flanker"	"Incong"	"NW.SE"	"T7.8"	"12"
"3670"	"14"	"2"	"12"	"SE"	16	10	"incon_r"	"n"	"n"	"1"	0.904414	"SE"	6	4	7	5	0.5510433	0.3533707	"Flanker"	"Incong"	"NW.SE"	"T7.8"	"12"
"3671"	"14"	"2"	"12"	"S"	16	11	"cong_l"	"c"	"c"	"1"	0.636731	"S"	4	1	5	5	0.40064	0.236091	"Flanker"	"Cong"	"N.S"	"T7.8"	"12"
"3672"	"14"	"2"	"12"	"S"	16	12	"cong_r"	"n"	"n"	"1"	0.677209	"S"	4	1	5	5	0.4584364	0.2187726	"Flanker"	"Cong"	"N.S"	"T7.8"	"12"
"3673"	"14"	"2"	"12"	"S"	16	13	"incon_l"	"c"	"c"	"1"	0.762646	"S"	4	1	5	5	0.5724032	0.1902428	"Flanker"	"Incong"	"N.S"	"T7.8"	"12"
"3674"	"14"	"2"	"12"	"S"	16	14	"incon_r"	"n"	"n"	"1"	0.674277	"S"	4	1	5	5	0.5510433	0.1232337	"Flanker"	"Incong"	"N.S"	"T7.8"	"12"
"3675"	"14"	"2"	"12"	"S"	16	15	"cong_l"	"c"	"c"	"1"	0.585434	"S"	4	1	5	5	0.40064	0.184794	"Flanker"	"Cong"	"N.S"	"T7.8"	"12"
"3676"	"14"	"2"	"12"	"NE"	16	16	"cong_r"	"n"	"n"	"1"	0.421978	"SW"	6	1	5	5	0.4584364	-0.0364583999999999	"Flanker"	"Cong"	"NE.SW"	"T7.8"	"12"
"3677"	"14"	"2"	"12"	"NE"	16	17	"incon_r"	"n"	"n"	"1"	0.790055	"SW"	6	1	5	5	0.5510433	0.2390117	"Flanker"	"Incong"	"NE.SW"	"T7.8"	"12"
"3678"	"14"	"2"	"12"	"NE"	16	18	"cong_r"	"n"	"n"	"1"	0.514379	"SW"	6	1	5	5	0.4584364	0.0559426000000001	"Flanker"	"Cong"	"NE.SW"	"T7.8"	"12"
"3679"	"14"	"2"	"12"	"NE"	16	19	"cong_l"	"c"	"c"	"1"	0.619869	"SW"	6	1	5	5	0.40064	0.219229	"Flanker"	"Cong"	"NE.SW"	"T7.8"	"12"
"3680"	"14"	"2"	"12"	"NE"	16	20	"incon_l"	"c"	"c"	"1"	0.77413	"SW"	6	1	5	5	0.5724032	0.2017268	"Flanker"	"Incong"	"NE.SW"	"T7.8"	"12"
"3681"	"14"	"2"	"14"	"E"	17	1	"cong_l"	"c"	"c"	"1"	0.582201	"W"	5	6	5	3	0.40064	0.181561	"Flanker"	"Cong"	"E.W"	"CP5.6"	"14"
"3682"	"14"	"2"	"14"	"E"	17	2	"cong_l"	"c"	"n"	"0"	0.326628	"W"	5	6	5	3	0.40064	-0.0740120000000001	"Flanker"	"Cong"	"E.W"	"CP5.6"	"14"
"3683"	"14"	"2"	"14"	"E"	17	3	"incon_r"	"n"	"n"	"1"	0.576127	"W"	5	6	5	3	0.5510433	0.0250836999999999	"Flanker"	"Incong"	"E.W"	"CP5.6"	"14"
"3684"	"14"	"2"	"14"	"E"	17	4	"incon_l"	"c"	"c"	"1"	0.748455	"W"	5	6	5	3	0.5724032	0.1760518	"Flanker"	"Incong"	"E.W"	"CP5.6"	"14"
"3685"	"14"	"2"	"14"	"E"	17	5	"cong_r"	"n"	"n"	"1"	0.641934	"W"	5	6	5	3	0.4584364	0.1834976	"Flanker"	"Cong"	"E.W"	"CP5.6"	"14"
"3686"	"14"	"2"	"14"	"NE"	17	6	"cong_r"	"n"	"n"	"1"	0.727001	"SW"	3	6	2	2	0.4584364	0.2685646	"Flanker"	"Cong"	"NE.SW"	"CP5.6"	"14"
"3687"	"14"	"2"	"14"	"NE"	17	7	"cong_r"	"n"	"n"	"1"	0.67479	"SW"	3	6	2	2	0.4584364	0.2163536	"Flanker"	"Cong"	"NE.SW"	"CP5.6"	"14"
"3688"	"14"	"2"	"14"	"NE"	17	8	"cong_l"	"c"	"c"	"1"	0.668532	"SW"	3	6	2	2	0.40064	0.267892	"Flanker"	"Cong"	"NE.SW"	"CP5.6"	"14"
"3689"	"14"	"2"	"14"	"NE"	17	9	"incon_r"	"n"	"n"	"1"	0.555695	"SW"	3	6	2	2	0.5510433	0.00465170000000004	"Flanker"	"Incong"	"NE.SW"	"CP5.6"	"14"
"3690"	"14"	"2"	"14"	"NE"	17	10	"incon_l"	"c"	"c"	"1"	0.719512	"SW"	3	6	2	2	0.5724032	0.1471088	"Flanker"	"Incong"	"NE.SW"	"CP5.6"	"14"
"3691"	"14"	"2"	"14"	"S"	17	11	"cong_l"	"c"	"c"	"1"	1.419634	"S"	4	8	3	5	0.40064	1.018994	"Flanker"	"Cong"	"N.S"	"CP5.6"	"14"
"3692"	"14"	"2"	"14"	"S"	17	12	"incon_r"	"n"	"n"	"1"	0.548425	"S"	4	8	3	5	0.5510433	-0.00261829999999996	"Flanker"	"Incong"	"N.S"	"CP5.6"	"14"
"3693"	"14"	"2"	"14"	"S"	17	13	"incon_r"	"n"	"n"	"1"	1.011872	"S"	4	8	3	5	0.5510433	0.4608287	"Flanker"	"Incong"	"N.S"	"CP5.6"	"14"
"3694"	"14"	"2"	"14"	"S"	17	14	"cong_r"	"n"	"n"	"1"	0.831234	"S"	4	8	3	5	0.4584364	0.3727976	"Flanker"	"Cong"	"N.S"	"CP5.6"	"14"
"3695"	"14"	"2"	"14"	"S"	17	15	"incon_l"	"c"	"c"	"1"	0.662379	"S"	4	8	3	5	0.5724032	0.0899758000000001	"Flanker"	"Incong"	"N.S"	"CP5.6"	"14"
"3696"	"14"	"2"	"14"	"SE"	17	16	"incon_r"	"n"	"n"	"1"	0.554384	"SE"	2	5	2	3	0.5510433	0.00334069999999997	"Flanker"	"Incong"	"NW.SE"	"CP5.6"	"14"
