"SubNo"	"Hemisphere"	"ScalpLocation"	"CoilOrient"	"Block"	"Trial"	"Condition"	"Corr"	"Response"	"ACC"	"RT"	"Actual.orientation"	"Annoyance"	"Pain"	"Twitches"	"Visible.twitch"	"Av.RT.Prac"	"RT.Diff"	"Task"	"Congruence"	"Axes"	"HomLocation"	"RefLocation"
"846"	"2"	"2"	"105"	"E"	19	6	"cong_r"	"n"	"n"	"1"	0.394789	"E"	1	1	3	0	0.4074729	-0.0126839	"Flanker"	"Cong"	"E.W"	"V5"	"105"
"847"	"2"	"2"	"105"	"E"	19	7	"incon_r"	"n"	"n"	"1"	0.423978	"E"	1	1	3	0	0.4127704	0.0112076	"Flanker"	"Incong"	"E.W"	"V5"	"105"
"848"	"2"	"2"	"105"	"E"	19	8	"incon_l"	"c"	"n"	"0"	0.292408	"E"	1	1	3	0	0.4342886	-0.1418806	"Flanker"	"Incong"	"E.W"	"V5"	"105"
"849"	"2"	"2"	"105"	"E"	19	9	"cong_l"	"c"	"c"	"1"	0.312828	"E"	1	1	3	0	0.3788551	-0.0660270999999999	"Flanker"	"Cong"	"E.W"	"V5"	"105"
"850"	"2"	"2"	"105"	"E"	19	10	"cong_l"	"c"	"c"	"1"	0.331463	"E"	1	1	3	0	0.3788551	-0.0473920999999999	"Flanker"	"Cong"	"E.W"	"V5"	"105"
"851"	"2"	"2"	"105"	"SE"	19	11	"incon_r"	"n"	"n"	"1"	0.467999	"SE"	1	1	3	0	0.4127704	0.0552286	"Flanker"	"Incong"	"NW.SE"	"V5"	"105"
"852"	"2"	"2"	"105"	"SE"	19	12	"incon_r"	"n"	"n"	"1"	0.400871	"SE"	1	1	3	0	0.4127704	-0.0118994000000001	"Flanker"	"Incong"	"NW.SE"	"V5"	"105"
"853"	"2"	"2"	"105"	"SE"	19	13	"cong_r"	"n"	"n"	"1"	0.382849	"SE"	1	1	3	0	0.4074729	-0.0246239	"Flanker"	"Cong"	"NW.SE"	"V5"	"105"
"854"	"2"	"2"	"105"	"SE"	19	14	"cong_l"	"c"	"c"	"1"	0.330967	"SE"	1	1	3	0	0.3788551	-0.0478880999999999	"Flanker"	"Cong"	"NW.SE"	"V5"	"105"
"855"	"2"	"2"	"105"	"SE"	19	15	"incon_l"	"c"	"n"	"0"	0.30096	"SE"	1	1	3	0	0.4342886	-0.1333286	"Flanker"	"Incong"	"NW.SE"	"V5"	"105"
"856"	"2"	"2"	"105"	"NE"	19	16	"incon_r"	"n"	"c"	"0"	0.298995	"NE"	1	0	3	0	0.4127704	-0.1137754	"Flanker"	"Incong"	"NE.SW"	"V5"	"105"
"857"	"2"	"2"	"105"	"NE"	19	17	"cong_l"	"c"	"c"	"1"	0.276681	"NE"	1	0	3	0	0.3788551	-0.1021741	"Flanker"	"Cong"	"NE.SW"	"V5"	"105"
"858"	"2"	"2"	"105"	"NE"	19	18	"incon_l"	"c"	"c"	"1"	0.452084	"NE"	1	0	3	0	0.4342886	0.0177954	"Flanker"	"Incong"	"NE.SW"	"V5"	"105"
"859"	"2"	"2"	"105"	"NE"	19	19	"cong_r"	"n"	"n"	"1"	0.304578	"NE"	1	0	3	0	0.4074729	-0.1028949	"Flanker"	"Cong"	"NE.SW"	"V5"	"105"
"860"	"2"	"2"	"105"	"NE"	19	20	"cong_r"	"n"	"n"	"1"	0.432947	"NE"	1	0	3	0	0.4074729	0.0254741000000001	"Flanker"	"Cong"	"NE.SW"	"V5"	"105"
"861"	"2"	"2"	"17"	"NE"	20	1	"cong_l"	"c"	"c"	"1"	0.503843	"NE"	0	0	2	0	0.3788551	0.1249879	"Flanker"	"Cong"	"NE.SW"	"PO3.4"	"17"
"862"	"2"	"2"	"17"	"NE"	20	2	"incon_r"	"n"	"n"	"1"	0.339788	"NE"	0	0	2	0	0.4127704	-0.0729824000000001	"Flanker"	"Incong"	"NE.SW"	"PO3.4"	"17"
"863"	"2"	"2"	"17"	"NE"	20	3	"cong_r"	"n"	"n"	"1"	0.317849	"NE"	0	0	2	0	0.4074729	-0.0896239	"Flanker"	"Cong"	"NE.SW"	"PO3.4"	"17"
"864"	"2"	"2"	"17"	"NE"	20	4	"incon_l"	"c"	"n"	"0"	0.36818	"NE"	0	0	2	0	0.4342886	-0.0661086	"Flanker"	"Incong"	"NE.SW"	"PO3.4"	"17"
"865"	"2"	"2"	"17"	"NE"	20	5	"cong_r"	"n"	"n"	"1"	0.399851	"NE"	0	0	2	0	0.4074729	-0.00762189999999996	"Flanker"	"Cong"	"NE.SW"	"PO3.4"	"17"
"866"	"2"	"2"	"17"	"SE"	20	6	"incon_r"	"n"	"n"	"1"	0.451215	"SE"	1	1	2	0	0.4127704	0.0384445999999999	"Flanker"	"Incong"	"NW.SE"	"PO3.4"	"17"
"867"	"2"	"2"	"17"	"SE"	20	7	"incon_l"	"c"	"c"	"1"	0.371504	"SE"	1	1	2	0	0.4342886	-0.0627846	"Flanker"	"Incong"	"NW.SE"	"PO3.4"	"17"
"868"	"2"	"2"	"17"	"SE"	20	8	"cong_l"	"c"	"c"	"1"	0.379497	"SE"	1	1	2	0	0.3788551	0.000641900000000084	"Flanker"	"Cong"	"NW.SE"	"PO3.4"	"17"
"869"	"2"	"2"	"17"	"SE"	20	9	"cong_r"	"n"	"n"	"1"	0.314535	"SE"	1	1	2	0	0.4074729	-0.0929379	"Flanker"	"Cong"	"NW.SE"	"PO3.4"	"17"
"870"	"2"	"2"	"17"	"SE"	20	10	"incon_r"	"n"	"n"	"1"	0.465056	"SE"	1	1	2	0	0.4127704	0.0522856	"Flanker"	"Incong"	"NW.SE"	"PO3.4"	"17"
"871"	"2"	"2"	"17"	"S"	20	11	"cong_l"	"c"	"c"	"1"	0.372722	"S"	0	0	2	0	0.3788551	-0.00613309999999989	"Flanker"	"Cong"	"N.S"	"PO3.4"	"17"
"872"	"2"	"2"	"17"	"S"	20	12	"incon_l"	"c"	"c"	"1"	0.305288	"S"	0	0	2	0	0.4342886	-0.1290006	"Flanker"	"Incong"	"N.S"	"PO3.4"	"17"
"873"	"2"	"2"	"17"	"S"	20	13	"cong_r"	"n"	"n"	"1"	0.326094	"S"	0	0	2	0	0.4074729	-0.0813789	"Flanker"	"Cong"	"N.S"	"PO3.4"	"17"
"874"	"2"	"2"	"17"	"S"	20	14	"incon_r"	"n"	"c"	"0"	0.343357	"S"	0	0	2	0	0.4127704	-0.0694134	"Flanker"	"Incong"	"N.S"	"PO3.4"	"17"
"875"	"2"	"2"	"17"	"S"	20	15	"cong_l"	"c"	"c"	"1"	0.323883	"S"	0	0	2	0	0.3788551	-0.0549720999999999	"Flanker"	"Cong"	"N.S"	"PO3.4"	"17"
"876"	"2"	"2"	"17"	"E"	20	16	"incon_l"	"c"	"c"	"1"	0.421753	"E"	0	0	2	0	0.4342886	-0.0125356	"Flanker"	"Incong"	"E.W"	"PO3.4"	"17"
"877"	"2"	"2"	"17"	"E"	20	17	"incon_l"	"c"	"n"	"0"	0.308125	"E"	0	0	2	0	0.4342886	-0.1261636	"Flanker"	"Incong"	"E.W"	"PO3.4"	"17"
"878"	"2"	"2"	"17"	"E"	20	18	"cong_r"	"n"	"n"	"1"	0.320466	"E"	0	0	2	0	0.4074729	-0.0870069	"Flanker"	"Cong"	"E.W"	"PO3.4"	"17"
"879"	"2"	"2"	"17"	"E"	20	19	"incon_r"	"n"	"n"	"1"	0.397323	"E"	0	0	2	0	0.4127704	-0.0154474000000001	"Flanker"	"Incong"	"E.W"	"PO3.4"	"17"
"880"	"2"	"2"	"17"	"E"	20	20	"cong_l"	"c"	"c"	"1"	0.295445	"E"	0	0	2	0	0.3788551	-0.0834100999999999	"Flanker"	"Cong"	"E.W"	"PO3.4"	"17"
"881"	"2"	"2"	"100"	"NE"	21	1	"incon_r"	"n"	"n"	"1"	0.473068	"NE"	1	1	4	5	0.4127704	0.0602976	"Flanker"	"Incong"	"NE.SW"	"Inion"	"100"
"882"	"2"	"2"	"100"	"NE"	21	2	"cong_l"	"c"	"c"	"1"	0.531998	"NE"	1	1	4	5	0.3788551	0.1531429	"Flanker"	"Cong"	"NE.SW"	"Inion"	"100"
"883"	"2"	"2"	"100"	"NE"	21	3	"incon_l"	"c"	"c"	"1"	0.500877	"NE"	1	1	4	5	0.4342886	0.0665884	"Flanker"	"Incong"	"NE.SW"	"Inion"	"100"
"884"	"2"	"2"	"100"	"NE"	21	4	"cong_r"	"n"	"n"	"1"	0.430158	"NE"	1	1	4	5	0.4074729	0.0226851	"Flanker"	"Cong"	"NE.SW"	"Inion"	"100"
"885"	"2"	"2"	"100"	"NE"	21	5	"cong_r"	"n"	"n"	"1"	0.518399	"NE"	1	1	4	5	0.4074729	0.1109261	"Flanker"	"Cong"	"NE.SW"	"Inion"	"100"
"886"	"2"	"2"	"100"	"SE"	21	6	"cong_r"	"n"	"n"	"1"	0.437065	"SE"	2	1	4	5	0.4074729	0.0295921	"Flanker"	"Cong"	"NW.SE"	"Inion"	"100"
"887"	"2"	"2"	"100"	"SE"	21	7	"cong_l"	"c"	"c"	"1"	0.375754	"SE"	2	1	4	5	0.3788551	-0.00310109999999991	"Flanker"	"Cong"	"NW.SE"	"Inion"	"100"
"888"	"2"	"2"	"100"	"SE"	21	8	"incon_l"	"c"	"c"	"1"	0.444727	"SE"	2	1	4	5	0.4342886	0.0104384	"Flanker"	"Incong"	"NW.SE"	"Inion"	"100"
"889"	"2"	"2"	"100"	"SE"	21	9	"incon_r"	"n"	"c"	"0"	0.71947	"SE"	2	1	4	5	0.4127704	0.3066996	"Flanker"	"Incong"	"NW.SE"	"Inion"	"100"
"890"	"2"	"2"	"100"	"SE"	21	10	"incon_l"	"c"	"c"	"1"	0.482156	"SE"	2	1	4	5	0.4342886	0.0478673999999999	"Flanker"	"Incong"	"NW.SE"	"Inion"	"100"
"891"	"2"	"2"	"100"	"E"	21	11	"incon_l"	"c"	"c"	"1"	0.563766	"E"	2	0	4	5	0.4342886	0.1294774	"Flanker"	"Incong"	"E.W"	"Inion"	"100"
"892"	"2"	"2"	"100"	"E"	21	12	"incon_r"	"n"	"n"	"1"	0.573978	"E"	2	0	4	5	0.4127704	0.1612076	"Flanker"	"Incong"	"E.W"	"Inion"	"100"
"893"	"2"	"2"	"100"	"E"	21	13	"cong_l"	"c"	"c"	"1"	0.63084	"E"	2	0	4	5	0.3788551	0.2519849	"Flanker"	"Cong"	"E.W"	"Inion"	"100"
"894"	"2"	"2"	"100"	"E"	21	14	"cong_r"	"n"	"n"	"1"	0.522539	"E"	2	0	4	5	0.4074729	0.1150661	"Flanker"	"Cong"	"E.W"	"Inion"	"100"
"895"	"2"	"2"	"100"	"E"	21	15	"cong_l"	"c"	"c"	"1"	0.427709	"E"	2	0	4	5	0.3788551	0.0488539000000001	"Flanker"	"Cong"	"E.W"	"Inion"	"100"
"896"	"2"	"2"	"100"	"S"	21	16	"incon_r"	"n"	"n"	"1"	0.540937	"N"	1	1	3	5	0.4127704	0.1281666	"Flanker"	"Incong"	"N.S"	"Inion"	"100"
"897"	"2"	"2"	"100"	"S"	21	17	"incon_r"	"n"	"n"	"1"	0.537541	"N"	1	1	3	5	0.4127704	0.1247706	"Flanker"	"Incong"	"N.S"	"Inion"	"100"
"898"	"2"	"2"	"100"	"S"	21	18	"incon_l"	"c"	"n"	"0"	0.468606	"N"	1	1	3	5	0.4342886	0.0343174	"Flanker"	"Incong"	"N.S"	"Inion"	"100"
"899"	"2"	"2"	"100"	"S"	21	19	"cong_r"	"n"	"n"	"1"	0.467743	"N"	1	1	3	5	0.4074729	0.0602701	"Flanker"	"Cong"	"N.S"	"Inion"	"100"
"900"	"2"	"2"	"100"	"S"	21	20	"cong_l"	"c"	"c"	"1"	0.421429	"N"	1	1	3	5	0.3788551	0.0425739000000001	"Flanker"	"Cong"	"N.S"	"Inion"	"100"
"901"	"2"	"2"	"10"	"S"	22	1	"cong_r"	"n"	"n"	"1"	0.4354	"S"	1	0	3	2	0.4074729	0.0279271	"Flanker"	"Cong"	"N.S"	"FC5.6"	"10"
"902"	"2"	"2"	"10"	"S"	22	2	"cong_r"	"n"	"n"	"1"	0.346559	"S"	1	0	3	2	0.4074729	-0.0609139	"Flanker"	"Cong"	"N.S"	"FC5.6"	"10"
"903"	"2"	"2"	"10"	"S"	22	3	"incon_r"	"n"	"n"	"1"	0.473732	"S"	1	0	3	2	0.4127704	0.0609615999999999	"Flanker"	"Incong"	"N.S"	"FC5.6"	"10"
"904"	"2"	"2"	"10"	"S"	22	4	"cong_l"	"c"	"c"	"1"	0.352003	"S"	1	0	3	2	0.3788551	-0.0268520999999999	"Flanker"	"Cong"	"N.S"	"FC5.6"	"10"
"905"	"2"	"2"	"10"	"S"	22	5	"incon_l"	"c"	"c"	"1"	0.386507	"S"	1	0	3	2	0.4342886	-0.0477816	"Flanker"	"Incong"	"N.S"	"FC5.6"	"10"
"906"	"2"	"2"	"10"	"NE"	22	6	"cong_r"	"n"	"n"	"1"	0.408884	"NE"	1	1	3	0	0.4074729	0.00141110000000005	"Flanker"	"Cong"	"NE.SW"	"FC5.6"	"10"
"907"	"2"	"2"	"10"	"NE"	22	7	"cong_l"	"c"	"c"	"1"	0.415078	"NE"	1	1	3	0	0.3788551	0.0362229000000001	"Flanker"	"Cong"	"NE.SW"	"FC5.6"	"10"
"908"	"2"	"2"	"10"	"NE"	22	8	"incon_r"	"n"	"n"	"1"	0.639071	"NE"	1	1	3	0	0.4127704	0.2263006	"Flanker"	"Incong"	"NE.SW"	"FC5.6"	"10"
"909"	"2"	"2"	"10"	"NE"	22	9	"incon_r"	"n"	"n"	"1"	0.440393	"NE"	1	1	3	0	0.4127704	0.0276225999999999	"Flanker"	"Incong"	"NE.SW"	"FC5.6"	"10"
"910"	"2"	"2"	"10"	"NE"	22	10	"incon_l"	"c"	"c"	"1"	0.552331	"NE"	1	1	3	0	0.4342886	0.1180424	"Flanker"	"Incong"	"NE.SW"	"FC5.6"	"10"
"911"	"2"	"2"	"10"	"E"	22	11	"incon_l"	"c"	"c"	"1"	0.478781	"E"	1	1	2	0	0.4342886	0.0444924	"Flanker"	"Incong"	"E.W"	"FC5.6"	"10"
"912"	"2"	"2"	"10"	"E"	22	12	"incon_r"	"n"	"c"	"0"	0.513458	"E"	1	1	2	0	0.4127704	0.1006876	"Flanker"	"Incong"	"E.W"	"FC5.6"	"10"
"913"	"2"	"2"	"10"	"E"	22	13	"incon_l"	"c"	"c"	"1"	0.440688	"E"	1	1	2	0	0.4342886	0.0063994	"Flanker"	"Incong"	"E.W"	"FC5.6"	"10"
"914"	"2"	"2"	"10"	"E"	22	14	"cong_r"	"n"	"n"	"1"	0.333469	"E"	1	1	2	0	0.4074729	-0.0740039	"Flanker"	"Cong"	"E.W"	"FC5.6"	"10"
"915"	"2"	"2"	"10"	"E"	22	15	"cong_l"	"c"	"c"	"1"	0.352702	"E"	1	1	2	0	0.3788551	-0.0261530999999999	"Flanker"	"Cong"	"E.W"	"FC5.6"	"10"
"916"	"2"	"2"	"10"	"SE"	22	16	"incon_r"	"n"	"n"	"1"	0.407897	"SE"	0	0	3	0	0.4127704	-0.00487340000000003	"Flanker"	"Incong"	"NW.SE"	"FC5.6"	"10"
"917"	"2"	"2"	"10"	"SE"	22	17	"cong_l"	"c"	"c"	"1"	0.322783	"SE"	0	0	3	0	0.3788551	-0.0560720999999999	"Flanker"	"Cong"	"NW.SE"	"FC5.6"	"10"
"918"	"2"	"2"	"10"	"SE"	22	18	"incon_l"	"c"	"c"	"1"	0.420548	"SE"	0	0	3	0	0.4342886	-0.0137406	"Flanker"	"Incong"	"NW.SE"	"FC5.6"	"10"
"919"	"2"	"2"	"10"	"SE"	22	19	"cong_l"	"c"	"c"	"1"	0.390187	"SE"	0	0	3	0	0.3788551	0.0113319000000001	"Flanker"	"Cong"	"NW.SE"	"FC5.6"	"10"
"920"	"2"	"2"	"10"	"SE"	22	20	"cong_r"	"n"	"n"	"1"	0.386658	"SE"	0	0	3	0	0.4074729	-0.0208149	"Flanker"	"Cong"	"NW.SE"	"FC5.6"	"10"
"921"	"2"	"2"	"1"	"NE"	23	1	"incon_r"	"n"	"n"	"1"	0.492227	"NE"	0	0	2	0	0.4127704	0.0794566	"Flanker"	"Incong"	"NE.SW"	"FZ"	"2"
"922"	"2"	"2"	"1"	"NE"	23	2	"incon_r"	"n"	"n"	"1"	0.365908	"NE"	0	0	2	0	0.4127704	-0.0468624	"Flanker"	"Incong"	"NE.SW"	"FZ"	"2"
"923"	"2"	"2"	"1"	"NE"	23	3	"cong_r"	"n"	"n"	"1"	0.318715	"NE"	0	0	2	0	0.4074729	-0.0887578999999999	"Flanker"	"Cong"	"NE.SW"	"FZ"	"2"
"924"	"2"	"2"	"1"	"NE"	23	4	"cong_l"	"c"	"c"	"1"	0.346415	"NE"	0	0	2	0	0.3788551	-0.0324400999999999	"Flanker"	"Cong"	"NE.SW"	"FZ"	"2"
"925"	"2"	"2"	"1"	"NE"	23	5	"incon_l"	"c"	"c"	"1"	0.470963	"NE"	0	0	2	0	0.4342886	0.0366744	"Flanker"	"Incong"	"NE.SW"	"FZ"	"2"
"926"	"2"	"2"	"1"	"E"	23	6	"cong_l"	"c"	"c"	"1"	0.440781	"E"	0	0	2	0	0.3788551	0.0619259000000001	"Flanker"	"Cong"	"E.W"	"FZ"	"2"
"927"	"2"	"2"	"1"	"E"	23	7	"cong_l"	"c"	"c"	"1"	0.374605	"E"	0	0	2	0	0.3788551	-0.00425009999999987	"Flanker"	"Cong"	"E.W"	"FZ"	"2"
"928"	"2"	"2"	"1"	"E"	23	8	"cong_r"	"n"	"n"	"1"	0.33959	"E"	0	0	2	0	0.4074729	-0.0678829	"Flanker"	"Cong"	"E.W"	"FZ"	"2"
"929"	"2"	"2"	"1"	"E"	23	9	"incon_l"	"c"	"n"	"0"	0.35095	"E"	0	0	2	0	0.4342886	-0.0833386	"Flanker"	"Incong"	"E.W"	"FZ"	"2"
"930"	"2"	"2"	"1"	"E"	23	10	"incon_r"	"n"	"n"	"1"	0.399223	"E"	0	0	2	0	0.4127704	-0.0135474	"Flanker"	"Incong"	"E.W"	"FZ"	"2"
"931"	"2"	"2"	"1"	"S"	23	11	"incon_r"	"n"	"n"	"1"	0.422535	"S"	0	0	2	0	0.4127704	0.00976459999999996	"Flanker"	"Incong"	"N.S"	"FZ"	"2"
"932"	"2"	"2"	"1"	"S"	23	12	"cong_l"	"c"	"c"	"1"	0.404968	"S"	0	0	2	0	0.3788551	0.0261129000000001	"Flanker"	"Cong"	"N.S"	"FZ"	"2"
"933"	"2"	"2"	"1"	"S"	23	13	"cong_r"	"n"	"n"	"1"	0.321734	"S"	0	0	2	0	0.4074729	-0.0857389	"Flanker"	"Cong"	"N.S"	"FZ"	"2"
"934"	"2"	"2"	"1"	"S"	23	14	"cong_r"	"n"	"n"	"1"	0.378277	"S"	0	0	2	0	0.4074729	-0.0291959	"Flanker"	"Cong"	"N.S"	"FZ"	"2"
"935"	"2"	"2"	"1"	"S"	23	15	"incon_l"	"c"	"c"	"1"	0.440566	"S"	0	0	2	0	0.4342886	0.00627739999999999	"Flanker"	"Incong"	"N.S"	"FZ"	"2"
"936"	"2"	"2"	"1"	"SE"	23	16	"incon_l"	"c"	"c"	"1"	0.433261	"SE"	0	0	2	0	0.4342886	-0.00102760000000002	"Flanker"	"Incong"	"NW.SE"	"FZ"	"2"
"937"	"2"	"2"	"1"	"SE"	23	17	"cong_r"	"n"	"n"	"1"	0.398601	"SE"	0	0	2	0	0.4074729	-0.00887189999999999	"Flanker"	"Cong"	"NW.SE"	"FZ"	"2"
"938"	"2"	"2"	"1"	"SE"	23	18	"incon_r"	"n"	"n"	"1"	0.392875	"SE"	0	0	2	0	0.4127704	-0.0198954000000001	"Flanker"	"Incong"	"NW.SE"	"FZ"	"2"
"939"	"2"	"2"	"1"	"SE"	23	19	"cong_l"	"c"	"c"	"1"	0.316701	"SE"	0	0	2	0	0.3788551	-0.0621540999999999	"Flanker"	"Cong"	"NW.SE"	"FZ"	"2"
"940"	"2"	"2"	"1"	"SE"	23	20	"incon_l"	"c"	"n"	"0"	0.294572	"SE"	0	0	2	0	0.4342886	-0.1397166	"Flanker"	"Incong"	"NW.SE"	"FZ"	"2"
"941"	"2"	"2"	"101"	"S"	24	1	"cong_r"	"n"	"n"	"1"	0.470538	"N"	2	2	2	5	0.4074729	0.0630651	"Flanker"	"Cong"	"N.S"	"LatIn"	"101"
"942"	"2"	"2"	"101"	"S"	24	2	"incon_r"	"n"	"n"	"1"	0.480697	"N"	2	2	2	5	0.4127704	0.0679265999999999	"Flanker"	"Incong"	"N.S"	"LatIn"	"101"
"943"	"2"	"2"	"101"	"S"	24	3	"incon_l"	"c"	"c"	"1"	0.395139	"N"	2	2	2	5	0.4342886	-0.0391496	"Flanker"	"Incong"	"N.S"	"LatIn"	"101"
"944"	"2"	"2"	"101"	"S"	24	4	"incon_l"	"c"	"c"	"1"	0.409902	"N"	2	2	2	5	0.4342886	-0.0243866	"Flanker"	"Incong"	"N.S"	"LatIn"	"101"
"945"	"2"	"2"	"101"	"S"	24	5	"cong_l"	"c"	"c"	"1"	0.364126	"N"	2	2	2	5	0.3788551	-0.0147290999999999	"Flanker"	"Cong"	"N.S"	"LatIn"	"101"
"946"	"2"	"2"	"101"	"NE"	24	6	"incon_l"	"c"	"n"	"0"	0.347546	"NE"	3	3	2	5	0.4342886	-0.0867426	"Flanker"	"Incong"	"NE.SW"	"LatIn"	"101"
"947"	"2"	"2"	"101"	"NE"	24	7	"incon_r"	"n"	"n"	"1"	0.470712	"NE"	3	3	2	5	0.4127704	0.0579416	"Flanker"	"Incong"	"NE.SW"	"LatIn"	"101"
"948"	"2"	"2"	"101"	"NE"	24	8	"cong_r"	"n"	"n"	"1"	0.423814	"NE"	3	3	2	5	0.4074729	0.0163411000000001	"Flanker"	"Cong"	"NE.SW"	"LatIn"	"101"
"949"	"2"	"2"	"101"	"NE"	24	9	"cong_l"	"c"	"c"	"1"	0.490175	"NE"	3	3	2	5	0.3788551	0.1113199	"Flanker"	"Cong"	"NE.SW"	"LatIn"	"101"
"950"	"2"	"2"	"101"	"NE"	24	10	"incon_r"	"n"	"n"	"1"	0.541837	"NE"	3	3	2	5	0.4127704	0.1290666	"Flanker"	"Incong"	"NE.SW"	"LatIn"	"101"
"951"	"2"	"2"	"101"	"E"	24	11	"incon_r"	"n"	"n"	"1"	0.4656	"E"	3	3	4	5	0.4127704	0.0528296	"Flanker"	"Incong"	"E.W"	"LatIn"	"101"
"952"	"2"	"2"	"101"	"E"	24	12	"incon_l"	"c"	"c"	"1"	0.711336	"E"	3	3	4	5	0.4342886	0.2770474	"Flanker"	"Incong"	"E.W"	"LatIn"	"101"
"953"	"2"	"2"	"101"	"E"	24	13	"cong_l"	"c"	"c"	"1"	0.684068	"E"	3	3	4	5	0.3788551	0.3052129	"Flanker"	"Cong"	"E.W"	"LatIn"	"101"
"954"	"2"	"2"	"101"	"E"	24	14	"cong_l"	"c"	"c"	"1"	0.6313	"E"	3	3	4	5	0.3788551	0.2524449	"Flanker"	"Cong"	"E.W"	"LatIn"	"101"
"955"	"2"	"2"	"101"	"E"	24	15	"cong_r"	"n"	"n"	"1"	0.672666	"E"	3	3	4	5	0.4074729	0.2651931	"Flanker"	"Cong"	"E.W"	"LatIn"	"101"
"956"	"2"	"2"	"101"	"SE"	24	16	"cong_r"	"n"	"n"	"1"	0.685453	"SE"	2	1	3	5	0.4074729	0.2779801	"Flanker"	"Cong"	"NW.SE"	"LatIn"	"101"
"957"	"2"	"2"	"101"	"SE"	24	17	"incon_r"	"n"	"n"	"1"	0.715921	"SE"	2	1	3	5	0.4127704	0.3031506	"Flanker"	"Incong"	"NW.SE"	"LatIn"	"101"
"958"	"2"	"2"	"101"	"SE"	24	18	"cong_l"	"c"	"n"	"0"	1.003488	"SE"	2	1	3	5	0.3788551	0.6246329	"Flanker"	"Cong"	"NW.SE"	"LatIn"	"101"
"959"	"2"	"2"	"101"	"SE"	24	19	"incon_l"	"c"	"c"	"1"	0.444918	"SE"	2	1	3	5	0.4342886	0.0106294	"Flanker"	"Incong"	"NW.SE"	"LatIn"	"101"
"960"	"2"	"2"	"101"	"SE"	24	20	"cong_r"	"n"	"n"	"1"	0.501054	"SE"	2	1	3	5	0.4074729	0.0935811	"Flanker"	"Cong"	"NW.SE"	"LatIn"	"101"
"961"	"9"	"1"	"24"	"SW"	1	1	"incon_r"	"n"	"n"	"1"	0.589253	"SW"	6	2	2	4	0.5498183	0.0394347	"Flanker"	"Incong"	"NE.SW"	"FC5.6"	"24"
"962"	"9"	"1"	"24"	"SW"	1	2	"cong_l"	"c"	"c"	"1"	0.386936	"SW"	6	2	2	4	0.4172774	-0.0303414	"Flanker"	"Cong"	"NE.SW"	"FC5.6"	"24"
"963"	"9"	"1"	"24"	"SW"	1	3	"cong_r"	"n"	"n"	"1"	0.436303	"SW"	6	2	2	4	0.4507616	-0.0144586	"Flanker"	"Cong"	"NE.SW"	"FC5.6"	"24"
"964"	"9"	"1"	"24"	"SW"	1	4	"incon_l"	"c"	"c"	"1"	0.619515	"SW"	6	2	2	4	0.4921165	0.1273985	"Flanker"	"Incong"	"NE.SW"	"FC5.6"	"24"
"965"	"9"	"1"	"24"	"SW"	1	5	"cong_l"	"c"	"c"	"1"	0.624256	"SW"	6	2	2	4	0.4172774	0.2069786	"Flanker"	"Cong"	"NE.SW"	"FC5.6"	"24"
"966"	"9"	"1"	"24"	"S"	1	6	"incon_r"	"n"	"n"	"1"	0.664964	"S"	6	5	0	2	0.5498183	0.1151457	"Flanker"	"Incong"	"N.S"	"FC5.6"	"24"
"967"	"9"	"1"	"24"	"S"	1	7	"cong_r"	"n"	"n"	"1"	0.659521	"S"	6	5	0	2	0.4507616	0.2087594	"Flanker"	"Cong"	"N.S"	"FC5.6"	"24"
"968"	"9"	"1"	"24"	"S"	1	8	"cong_r"	"n"	"n"	"1"	0.725049	"S"	6	5	0	2	0.4507616	0.2742874	"Flanker"	"Cong"	"N.S"	"FC5.6"	"24"
"969"	"9"	"1"	"24"	"S"	1	9	"incon_l"	"c"	"c"	"1"	0.619991	"S"	6	5	0	2	0.4921165	0.1278745	"Flanker"	"Incong"	"N.S"	"FC5.6"	"24"
"970"	"9"	"1"	"24"	"S"	1	10	"cong_l"	"c"	"c"	"1"	0.699294	"S"	6	5	0	2	0.4172774	0.2820166	"Flanker"	"Cong"	"N.S"	"FC5.6"	"24"
"971"	"9"	"1"	"24"	"NW"	1	11	"incon_l"	"c"	"c"	"1"	1.285165	"SE"	2	0	3	1	0.4921165	0.7930485	"Flanker"	"Incong"	"NW.SE"	"FC5.6"	"24"
"972"	"9"	"1"	"24"	"NW"	1	12	"incon_l"	"c"	"c"	"1"	0.699498	"SE"	2	0	3	1	0.4921165	0.2073815	"Flanker"	"Incong"	"NW.SE"	"FC5.6"	"24"
"973"	"9"	"1"	"24"	"NW"	1	13	"incon_r"	"n"	"n"	"1"	0.629743	"SE"	2	0	3	1	0.5498183	0.0799247000000001	"Flanker"	"Incong"	"NW.SE"	"FC5.6"	"24"
"974"	"9"	"1"	"24"	"NW"	1	14	"cong_r"	"n"	"n"	"1"	0.651308	"SE"	2	0	3	1	0.4507616	0.2005464	"Flanker"	"Cong"	"NW.SE"	"FC5.6"	"24"
"975"	"9"	"1"	"24"	"NW"	1	15	"cong_l"	"c"	"c"	"1"	0.502717	"SE"	2	0	3	1	0.4172774	0.0854396	"Flanker"	"Cong"	"NW.SE"	"FC5.6"	"24"
"976"	"9"	"1"	"24"	"W"	1	16	"cong_l"	"c"	"c"	"1"	0.557898	"E"	0	0	2	0	0.4172774	0.1406206	"Flanker"	"Cong"	"E.W"	"FC5.6"	"24"
